Names,Prices,RAM|ROM,Camera,Display,Processor,Battery,Ratings
"Micromax IN 2B (Green, 64 GB)","6,999",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,13MP + 2MP | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,ARM Cortex A75 Octa Core Processor,5000 mAh Battery,3.9
KARBONN KX3S,"1,079",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,0MP | 0.03MP Front Camera,4.57 cm (1.8 inch) FWVGA+ Display,NA Processor,1000 mAh Battery,3.8
I Kall K20,929,32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,2500 mAh Battery,3.5
Cellecor E8,"1,396",32 MB RAM | 32 MB ROM,0.8MP Rear Camera,6.1 cm (2.4 inch) Display,1 year warranty for device and 6months warranty for accessories,2750 mAh Battery,3.8
I Kall K26,799,32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1000 mAh Battery,3.5
"itel A60 (VertMenthe, 32 GB)","5,999",2 GB RAM | 32 GB ROM,8MP Rear Camera,16.76 cm (6.6 inch) HD Display,Unisoc Processor,5000 mAh Battery,5
Micromax X749,"1,699",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,1 Year Product and 6 Month Accessories,1750 mAh Battery,4
Micromax S 211,"1,272",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,12 month manufacturer warranty,1000 mAh Battery,3.8
Kechaoda A 31,"1,180",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,3.66 cm (1.44 inch) Display,Company Warranty,800 mAh Battery,3.9
Snexian Guru 313,699,32 MB RAM | 32 MB ROM,1MP Rear Camera,4.5 cm (1.77 inch) Display,3 Months Warranty,850 mAh Battery,3.4
Snexian BOLD 1K,999,32 MB RAM | 32 MB ROM,1.3MP Rear Camera,3.66 cm (1.44 inch) NA Display,1 Year Warranty,800 mAh Battery,3.7
Peace P3,749,32 MB RAM | 64 MB ROM,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year,850 mAh Battery,3.7
I Kall K666,"1,799",64 MB RAM | 64 MB ROM,2MP Rear Camera,7.11 cm (2.8 inch) Display,1 year manufacturer warranty for device and 6 month manufacturer warranty for in-box accessories including batteries from the date of purchase,3000 mAh Battery,3.5
GFive U106 Combo of Two,"1,499",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer warranty.,950 mAh Battery,3.4
I Kall K99 Pro,"1,279",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,One year manufacture warranty,2500 mAh Battery,None
itel Power200,"1,359",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Warranty for device 6 months for accessories,2500 mAh Battery,4.3
SAMSUNG GURU GT,"1,675",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.1
MTR STAR,749,32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,1 year(domestic),1100 mAh Battery,3.7
"I Kall K99 Keypad Mobile (2.4 Inch, Dual Sim)","1,280",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,2500 mAh Battery,3.6
MTR M1800+,890,32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,1 year(domestic),3000 mAh Battery,4.1
Kechaoda A17,"1,399",32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,1 Year Warranty,3000 mAh Battery,2.7
MTR S700,"1,050",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,6 MONTHS WARRENTY,3000 mAh Battery,3.9
Micromax X416,"1,069",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,One Year manufacturer Warranty,1000 mAh Battery,4
KARBONN KX3S,"1,079",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,0MP | 0.03MP Front Camera,4.57 cm (1.8 inch) FWVGA+ Display,NA Processor,1000 mAh Battery,3.8
SAREGAMA Carvaan Mobile CM 181 with 1500 pre-loaded songs,"1,990",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,3.6
Cellecor C9,"1,043",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,3.7
Good One G5605,999,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,2MP Rear Camera,4.57 cm (1.8 inch) Display,12 Months Warranty,2500 mAh Battery,3.8
itel Power 110,"1,389",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,SC6531E Processor,2500 mAh Lithium-ion Battery,4.1
"Redmi 7A (Matte Blue, 32 GB)","6,999",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,12MP Rear Camera | 5MP Front Camera,13.84 cm (5.45 inch) HD+ Display,Qualcomm Snapdragon 439 Processor,4000 mAh Li-Polymer Battery,4.3
LAVA A1 Super 2021,"1,199",32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,1 year manufacturer replacement guarantee for Phone and 6 months replacement for accessories in the box,800 mAh Li-ion Battery,4
"Nokia C01 Plus (Grey, 32 GB)","5,999",2 GB RAM | 32 GB ROM | Expandable Upto 128 GB,5MP Rear Camera | 2MP Front Camera,13.84 cm (5.45 inch) HD+ Display,Unisoc SC9863A Processor,3000 mAh Lithium Polymer Battery,3.8
LAVA A1Buzz,"1,200",24 MB RAM | 24 MB ROM,0.3MP Rear Camera,4.57 cm (1.8 inch) QVGA Display,1MHz Processor,800 mAh Battery,3.6
"I Kall King Talking, Contact icon and Auto Call Recording",844,32 MB RAM | 64 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,12 Month Manufacturer Warranty,1500 mAh Battery,3.6
"I Kall Z13 (Cyan, 64 GB)","6,799",4 GB RAM | 64 GB ROM | Expandable Upto 64 GB,13MP Rear Camera | 8MP Front Camera,16.59 cm (6.53 inch) Display,Octa Core Processor,5000 mAh Battery,3.4
GFive U707 & U873 Combo of Two mobiles,"1,499",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,Domestic,950 mAh Battery,3.6
I Kall K24,"1,049",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,2500 mAh Battery,3.3
"LAVA Z61 PRO (Midnight Blue, 16 GB)","5,290",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,8MP Rear Camera | 5MP Front Camera,13.84 cm (5.45 inch) HD+ Display,Unisoc Octa Core Processor,3100 mAh Battery,4
Cellecor E3,"1,176",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.8MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer Warranty,1000 mAh Battery,3.9
"Redmi Go (Blue, 16 GB)","5,999",1 GB RAM | 16 GB ROM | Expandable Upto 128 GB,8MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,Qualcomm Snapdragon 425 Processor,3000 mAh Li Polymer Battery,4.3
Cellecor R50,"1,456",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.8MP Rear Camera,6.1 cm (2.4 inch) Display,1 Year Manufacturer Warranty,2750 mAh Battery,4
I Kall K 666,"1,699",64 MB RAM | 64 MB ROM,2MP Rear Camera,7.11 cm (2.8 inch) Display,1 year manufacturer warranty for device and 6 month manufacturer warranty for in-box accessories including batteries from the date of purchase,3000 mAh Battery,3.6
Snexian GURU 106,799,32 MB RAM | 32 MB ROM,1MP Rear Camera,449.58 cm (177 inch) Display,3 Months Warranty,850 mAh Battery,3.4
Cellecor R50,"1,456",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.8MP Rear Camera,6.1 cm (2.4 inch) Display,1 Year Manufacturer Warranty,2750 mAh Battery,4
LAVA PRIME Z,"1,520",32 MB RAM | 32 MB ROM,1.3MP Rear Camera,6.1 cm (2.4 inch) Display,2 Year Replacement Guarantee,1200 mAh Battery,4.1
KARBONN K9 PUNCH,"1,479",52 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0MP | 0.3MP Front Camera,6.1 cm (2.4 inch) FWVGA+ Display,NA Processor,2500 mAh Battery,4.2
I Kall K100,699,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,3.3
Snexian BOLD 123,"1,399",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,3.7
MTR M2200,890,32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,1 year(domestic),3000 mAh Battery,5
"Redmi 6A (Rose Gold, 16 GB)","6,499",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13MP Rear Camera | 5MP Front Camera,13.84 cm (5.45 inch) Display,1 Year Manufacturer Warranty,3000 mAh Battery,4.3
Snexian Guru 1282,664,20 MB RAM | 32 MB ROM,2MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Warranty,1000 mAh Battery,3.6
Kechaoda K35,"1,490",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera | 0.3MP Front Camera,7.11 cm (2.8 inch) QVGA Display,1 Year Manufacturer Warranty,1700 mAh Battery,3.9
I Kall k6300 NEW,"1,699",64 MB RAM | 64 MB ROM,2MP Rear Camera,7.11 cm (2.8 inch) Display,1 Year,3000 mAh Battery,3.5
I Kall K78,"1,149",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,2500 mAh Battery,3.8
Lvix L115 Pro,999,16 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,3 Months Warranty,1000 mAh Battery,3.7
Lvix L33 Pro,999,16 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,3 Months Warranty,1000 mAh Battery,4.5
"Micromax Bharat 2 Plus (Champagne, 8 GB)","3,599",1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,5MP Rear Camera | 2MP Front Camera,10.16 cm (4 inch) WVGA Display,SC9832 Processor,1600 mAh Li-ion Battery,3.3
UiSmart Ui06,"1,560",512 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,1 Year For Handset and Six months for Accessories,1050 mAh Battery,4
Cellecor C9,"1,098",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,3.7
Kechaoda A 31,"1,180",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,3.66 cm (1.44 inch) Display,Company Warranty,800 mAh Battery,3.9
Cellecor E8 Plus,"1,469",32 MB RAM | 32 MB ROM,0.8MP Rear Camera,6.1 cm (2.4 inch) Display,1 year warranty for device and 6months warranty for accessories,2750 mAh Battery,3.5
MTR S700,"1,050",32 MB RAM | 32 MB ROM,0.8MP Rear Camera,6.1 cm (2.4 inch) Display,6 MONTHS WARRENTY,3000 mAh Battery,3.9
Eunity U1 1282 with Vibration,629,16 MB RAM | 16 MB ROM,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,NA,1000 mAh Battery,3.4
Cellecor E8 Plus,"1,469",32 MB RAM | 32 MB ROM,0.8MP Rear Camera,6.1 cm (2.4 inch) Display,1 year warranty for device and 6months warranty for accessories,2750 mAh Battery,3.5
LAVA Spark i8,"1,699",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,1.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,1 year manufacturer Replacement for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,1200 mAh Battery,4.1
MTR M1,"1,050",32 MB RAM | 32 MB ROM,0.03MP Rear Camera,3.66 cm (1.44 inch) Display,6 MONTHS,1100 mAh Battery,3.8
Nokia 2660 DS 4G Flip,"4,728",128 MB RAM | 48 MB ROM,0.3MP Rear Camera,7.11 cm (2.8 inch) Display,1 YEAR,1450 mAh Battery,4
Cellecor E3,"1,176",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.8MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer Warranty,1000 mAh Battery,3.9
GFive U707 combo of Two,"1,499",32 MB RAM | 32 MB ROM,1.3MP Rear Camera,4.57 cm (1.8 inch) Display,Domestic Warranty,1000 mAh Battery,3.6
"itel A25 (Gradation Blue, 16 GB)","4,800",1 GB RAM | 16 GB ROM | Expandable Upto 32 GB,5MP Rear Camera | 2MP Front Camera,12.7 cm (5 inch) HD Display,Cortex A53 architecture (Quad core) Processor,3020 mAh Battery,3.9
I Kall K26,799,32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1000 mAh Battery,3.5
"Redmi Go (Black, 8 GB)","5,999",1 GB RAM | 8 GB ROM | Expandable Upto 128 GB,8MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,Qualcomm Snapdragon 425 Processor,3000 mAh Li Polymer Battery,4.3
SAREGAMA Carvaan Mobile Tamil M11(CM181) with 1500 pre-loaded songs,"1,990",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.2
Snexian BOLD 2K,999,32 MB RAM | 32 MB ROM,1.3MP Rear Camera,3.66 cm (1.44 inch) NA Display,1 Year Warranty,800 mAh Battery,4
Nuvo NF24,899,32 MB RAM | 32 MB ROM,1.3MP Rear Camera,6.1 cm (2.4 inch) Display,One year for Handset and six months for accessory,1000 mAh Battery,3.2
"I Kall K55 Keypad Mobile (2.4 Inch, Dual Sim)","1,212",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,2000 mAh Battery,3.8
Kechaoda K10,"1,190",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,3.9
"GIONEE Max (Black, 32 GB)","5,999",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13MP + Digital Camera | 5MP Front Camera,15.49 cm (6.1 inch) HD+ Display,Octa Core Processor,5000 mAh Lithium-ion Polymer Battery,4
Kechaoda K33,"1,599",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,3.66 cm (1.44 inch) Display,1 year Brand warranty,800 mAh Battery,4
UiSmart Ui06,"1,520",512 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,1 Year For Handset and Six months for Accessories,1050 mAh Battery,4
Kechaoda A 27,"1,149",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,3.5
Cellecor E8 Plus,"1,469",32 MB RAM | 32 MB ROM,0.8MP Rear Camera,6.1 cm (2.4 inch) Display,1 year warranty for device and 6months warranty for accessories,2750 mAh Battery,5
MTR M2200,890,32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,1 year(domestic),3000 mAh Battery,3.9
SAREGAMA Carvaan Keypad Phone Malayalam Don M12 with 1000 Pre-Loaded Songs,"1,750",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.3
SAREGAMA Carvaan Mobile Malayalam M11,"1,990",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,3.4
Geotel K9 Flip,"1,499",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.32 cm (1.7 inch) Display,1 Year For Handset and 1 month for box accessories,1200 mAh Battery,None
Cellecor E3+,"1,149",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.8MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer Warranty,1000 mAh Battery,None
itel it5029,"1,368",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,1 Year Warranty for device 6 months for accessories,1200 mAh Battery,None
"LAVA Z50 (Black, 8 GB)","5,999",1 GB RAM | 8 GB ROM | Expandable Upto 64 GB,5MP Rear Camera | 5MP Front Camera,11.43 cm (4.5 inch) FWVGA Display,"2 Year Manufacturer Warranty for Phone, 6 Months for Accessories",2000 mAh Battery,3.7
Micromax X412,"1,035",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,3.7
Cellecor A5,"1,281",32 MB RAM | 32 MB ROM,1MP Rear Camera,4.57 cm (1.8 inch) Display,1 year warranty for device and 6months warranty for accessories,1000 mAh Battery,4.4
GFive U707 & U873 Combo of Two mobiles,"1,499",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,Domestic,950 mAh Battery,3.6
SAMSUNG Guru 1200,"1,699",153 MB RAM | 153 MB ROM,800 mAh Battery,3.81 cm (1.5 inch) Display,1 Year Manufacturer Warranty,0 0 0 0 Processor Processor,4.1
Nuvo Flash Black Echo Without Accessories,849,1 MB ROM | Expandable Upto 16 GB,1.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,1 Year Manufacturer Warranty,1000 mAh Battery,3.4
MTR M2100+,890,32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,1 year(domestic),3000 mAh Battery,3.7
MTR MT322,749,32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,6 MONTHS WARRENTY,1100 mAh Battery,3.7
Cellecor X50+,"1,599",32 MB RAM | 32 MB ROM,0.8MP Rear Camera,7.11 cm (2.8 inch) Display,1 Year Manufacturer Warranty,2750 mAh Battery,3.7
Cellecor C60+,"1,386",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.8MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer Warranty,2750 mAh Battery,3.6
I Kall K37,844,32 MB RAM | 64 MB ROM | Expandable Upto 8 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,12 Month Manufacturer Warranty,1500 mAh Battery,4.3
SAMSUNG Metro 313 Dual Sim,"2,340",4 MB RAM | 2.27 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,5.16 cm (2.03 inch) QVGA Display,NA Processor,1000 mAh Battery,4.2
Cellecor E9,"1,119",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,3.6
Nuvo FLASH,899,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,1.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,1 Year Manufacturer Warranty,1000 mAh Battery,3.6
Cellecor R4,"1,148",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.8MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer Warranty,1000 mAh Battery,4
"itel Vision2S (Deep Blue, 32 GB)","6,180",2 GB RAM | 32 GB ROM | Expandable Upto 128 GB,8MP + VGA Dual AI Camera | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,Unisoc 9863A Octa Core Processor,5000 mAh Li-ion Polymer Battery,4.5
Lvix L33 Pro,999,16 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,3 Months Warranty,1000 mAh Battery,3.9
"itel A48 (Gradation Purple, 32 GB)","5,915",2 GB RAM | 32 GB ROM | Expandable Upto 128 GB,5MP Rear Camera | 5MP Front Camera,15.49 cm (6.1 inch) HD+ Display,Quad Core Processor,3000 mAh Battery,3.5
Cellecor A30+,"1,386",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.8MP Rear Camera,6.1 cm (2.4 inch) Display,1 Year Manufacturer Warranty,2750 mAh Battery,4
UiSmart Ui06,"1,570",512 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,1 Year For Handset and Six months for Accessories,1050 mAh Battery,4.4
Cellecor A5,"1,348",32 MB RAM | 32 MB ROM,1MP Rear Camera,4.57 cm (1.8 inch) Display,1 year warranty for device and 6months warranty for accessories,1000 mAh Battery,4
Eunity Hunt,669,16 MB RAM | 16 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,7 Day Replacement,1000 mAh Battery,4.1
LAVA 34 Super,"1,649",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,1.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,SC6531E Processor,2500 mAh Battery,None
Kechaoda A3,"1,299",32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,1 Year Manufacturer Warranty,1800 mAh Battery,None
